rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code
pull_request_commit,40,eneim,Toro,eneim,2016-02-09 03:34:19+00:00,Merge branch 'release/v1.1.0',39636a0df40e1c4551912577cca1956134df23e6,,api.github.com,,false,[],[],[],[]
pull_request_commit,40,eneim,Toro,eneim,2016-04-06 09:45:42+00:00,"Merge pull request #33 from eneim/release/1.2.0

Release/1.2.0",0c09ee8617eed44fe64fda667b4234faf6477d4e,,api.github.com,,false,[],"[{""raw"": ""#33"", ""refstyle"": ""#d"", ""parts"": [""eneim"", ""Toro"", ""33"", """"]}]",[],[]
pull_request_commit,40,eneim,Toro,wemped,2016-05-06 23:05:27+00:00,adds option to not request audio focus,775d0ef018e6c81f5b82b8dad26761dee657652f,,api.github.com,,false,[],[],[],[]
issue_title,40,eneim,Toro,wemped,2016-05-06 23:11:26+00:00,"I noticed that ToroVideoView always requests the AudioFocus of the device.

This is a simplistic approach to allow background audio.",start issue,Option audio focus,api.github.com,,false,[],[],[],[]
pull_request_title,40,eneim,Toro,wemped,2016-05-06 23:11:26+00:00,"I noticed that ToroVideoView always requests the AudioFocus of the device.

This is a simplistic approach to allow background audio.",a07ed05d867ac87417845e7f5808d9644f46f142,Option audio focus,api.github.com,,false,[],[],[],[]
issue_comment,40,eneim,Toro,eneim,2016-05-07 13:31:09+00:00,"Hi there, thanks for your PR. I'm AKF for now. Please wait for the review, I'll check out ASAP.",,,api.github.com,,false,[],[],[],[]
pull_request_commit_comment,40,eneim,Toro,eneim,2016-05-10 01:22:13+00:00,Really tiny fix: please add one space between ```){``` (here and else where). Please keep the code format too.,a07ed05d867ac87417845e7f5808d9644f46f142,"(None, '', u'toro/src/main/java/im/ene/lab/toro/widget/ToroVideoView.java')",api.github.com,,false,[],[],[],[]
issue_comment,40,eneim,Toro,eneim,2016-05-10 01:23:59+00:00,"No problem found. I understand that you would like to allow this VideoView to have background playback. This sounds non-sense for Toro since it will play Video only on foreground. But for a wider usage, I support this PR. Please review my comment, make the fix so I could merge it. Thanks.",,,api.github.com,,false,[],[],[],[]
pull_request_commit,40,eneim,Toro,wemped,2016-05-10 22:17:26+00:00,abide coding style,a07ed05d867ac87417845e7f5808d9644f46f142,,api.github.com,,false,[],[],[],[]
issue_comment,40,eneim,Toro,wemped,2016-05-10 22:18:21+00:00,Updated according to comments,,,api.github.com,,false,[],[],[],[]
issue_comment,40,eneim,Toro,eneim,2016-05-11 01:18:25+00:00,"Thanks @wemped , I would like to wait for response from another issue which may relates to this PR in one day then I will merge this. ",,,api.github.com,,false,[],[],"[""@wemped""]",[]
issue_closed,40,eneim,Toro,eneim,2016-05-12 02:39:09+00:00,,closed issue,Option audio focus,api.github.com,,false,[],[],[],[]
pull_request_merged,40,eneim,Toro,eneim,2016-05-12 02:39:09+00:00,Option audio focus,6adce9818af5ee978fec2fda1f04f395489088db,Pull request merge from wemped/Toro:option-audio-focus to eneim/Toro:develop,api.github.com,,false,[],[],[],[]
