rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code
pull_request_commit,70,eneim,Toro,eneim,2016-06-25 15:32:30+00:00,Some final tune up for 2.0,79f91f42761244325c25d3cf8efaeda453b5e0b1,,api.github.com,,false,[],[],[],[]
pull_request_commit,70,eneim,Toro,eneim,2016-06-25 16:31:00+00:00,"Remove unused stuff, move native player to extension package",cf7a54d4acfda3a32e33d9881d9faa7e4fed9238,,api.github.com,,false,[],[],[],[]
pull_request_commit,70,eneim,Toro,eneim,2016-06-25 16:35:45+00:00,"Change playercontrolcallback package, minor cleanup",8ccbd344f4eaaeaa2bfafd8949f479d519f195eb,,api.github.com,,false,[],[],[],[]
pull_request_commit,70,eneim,Toro,eneim,2016-06-26 12:36:01+00:00,Re-indent and minor fix,5a5a753deb3a42a710a6922446afb927a0d93e13,,api.github.com,,false,[],[],[],[]
pull_request_commit,70,eneim,Toro,eneim,2016-06-26 12:36:28+00:00,minor fix,ac2b209057bf6a5c0e10d300161ac29efd8bc80e,,api.github.com,,false,[],[],[],[]
pull_request_commit,70,eneim,Toro,eneim,2016-06-28 08:06:52+00:00,Minor refactoring,412952f30093d7dc12ecb4a26b6ccdf820c1fce7,,api.github.com,,false,[],[],[],[]
pull_request_commit,70,eneim,Toro,eneim,2016-06-28 13:57:23+00:00,"Add MultiLayer view, build on top of SimpleVideoPlayer API, for experiment",56d40ba062bf0e590f04a5b1f8929da2797975f8,,api.github.com,,false,[],[],[],[]
pull_request_commit,70,eneim,Toro,eneim,2016-06-28 14:14:05+00:00,Refactore internal API ...,d9521688526f1130bda59909cf6d060cb0b07001,,api.github.com,,false,[],[],[],[]
pull_request_commit,70,eneim,Toro,eneim,2016-06-29 08:31:55+00:00,"Remove a lot of stuff, refactor",1501f977099d4ce3b83ddea38dc34434a0af1bac,,api.github.com,,false,[],[],[],[]
pull_request_commit,70,eneim,Toro,eneim,2016-06-29 08:35:19+00:00,Remove commented code,a5196ad48f039980fc1b965c417dddfd1254cf88,,api.github.com,,false,[],[],[],[]
issue_title,70,eneim,Toro,eneim,2016-06-29 08:44:02+00:00,,start issue,Feature/refactor,api.github.com,,false,[],[],[],[]
pull_request_title,70,eneim,Toro,eneim,2016-06-29 08:44:02+00:00,,a5196ad48f039980fc1b965c417dddfd1254cf88,Feature/refactor,api.github.com,,false,[],[],[],[]
issue_closed,70,eneim,Toro,eneim,2016-06-29 08:44:12+00:00,,closed issue,Feature/refactor,api.github.com,,false,[],[],[],[]
pull_request_merged,70,eneim,Toro,eneim,2016-06-29 08:44:12+00:00,Feature/refactor,a5ce0899e5e292ecf08f500b583bfbeed234b9bf,Pull request merge from eneim/Toro:feature/refactor to eneim/Toro:develop,api.github.com,,false,[],[],[],[]
