rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code
pull_request_commit,11,eneim,Toro,eneim,2016-02-05 10:00:03+00:00,Update sample codes,a6026bded501d29dc1e37ec20139b3fc9f1778e4,,api.github.com,,false,[],[],[],[]
pull_request_commit,11,eneim,Toro,eneim,2016-02-06 00:32:42+00:00,Update ToroVideoView,bf43d2a6fe4c085b207838980792fd34685c9cbf,,api.github.com,,false,[],[],[],[]
pull_request_commit,11,eneim,Toro,eneim,2016-02-06 00:34:27+00:00,Update sample and art files,fb88cda64ec91898561e30ed61d90fa7ccacaf0e,,api.github.com,,false,[],[],[],[]
pull_request_commit,11,eneim,Toro,eneim,2016-02-06 00:40:58+00:00,Update sample and art files,814acb95af522137588e22fa2c0bd6962e9c614b,,api.github.com,,false,[],[],[],[]
pull_request_commit,11,eneim,Toro,eneim,2016-02-06 00:53:00+00:00,Update sample and art files,9beb47f7202d8e3d53acd0a5152056d725dc3347,,api.github.com,,false,[],[],[],[]
pull_request_commit,11,eneim,Toro,eneim,2016-02-06 00:55:32+00:00,Update samples,07557da71b2a361fadab02f9349d0d3c6452d519,,api.github.com,,false,[],[],[],[]
pull_request_commit,11,eneim,Toro,eneim,2016-02-06 01:35:25+00:00,Add more samples,46d84c085daa35e9006023e9f0bce6a511a32b72,,api.github.com,,false,[],[],[],[]
pull_request_commit,11,eneim,Toro,eneim,2016-02-06 01:37:28+00:00,minor fix,67618ca60524cea8ef41467efb8129735252b038,,api.github.com,,false,[],[],[],[]
pull_request_commit,11,eneim,Toro,eneim,2016-02-06 01:54:00+00:00,Update API,d0fbf60753729893937149542b1734e497ab26e7,,api.github.com,,false,[],[],[],[]
pull_request_commit,11,eneim,Toro,eneim,2016-02-06 02:36:39+00:00,"Update API, add sample",686ff318204cbc73403468c00a7db5ae22e1f81b,,api.github.com,,false,[],[],[],[]
pull_request_commit,11,eneim,Toro,eneim,2016-02-06 02:57:29+00:00,Update strategy selector,45b6ed3b95a0eb19f2aed306a1b78eca19498664,,api.github.com,,false,[],[],[],[]
pull_request_commit,11,eneim,Toro,eneim,2016-02-06 03:13:24+00:00,Update sample,bde8f650f4228779b23136a4ed878be16125623c,,api.github.com,,false,[],[],[],[]
issue_title,11,eneim,Toro,eneim,2016-02-06 03:14:30+00:00,,start issue,Samples,api.github.com,,false,[],[],[],[]
pull_request_title,11,eneim,Toro,eneim,2016-02-06 03:14:30+00:00,,bde8f650f4228779b23136a4ed878be16125623c,Samples,api.github.com,,false,[],[],[],[]
issue_closed,11,eneim,Toro,eneim,2016-02-06 03:14:35+00:00,,closed issue,Samples,api.github.com,,false,[],[],[],[]
pull_request_merged,11,eneim,Toro,eneim,2016-02-06 03:14:35+00:00,Samples,f0115afd2a41948468b2a6cc91eac3a38704366e,Pull request merge from eneim/Toro:samples to eneim/Toro:master,api.github.com,,false,[],[],[],[]
